a,p,q,f,l,T,m,M
3800416940,88012.99000000,0.00690000,5723768524,5723768524,1767230054406,True,True
3800416941,88012.99000000,0.00690000,5723768525,5723768525,1767230054413,True,True
3800416942,88012.99000000,0.03411000,5723768526,5723768526,1767230054421,True,True
3800416943,88012.99000000,0.00041000,5723768527,5723768527,1767230054427,True,True
3800416944,88012.99000000,0.03411000,5723768528,5723768528,1767230054434,True,True
3800416945,88012.99000000,0.00656000,5723768529,5723768529,1767230054442,True,True
3800416946,88013.00000000,0.00012000,5723768530,5723768530,1767230054494,False,True
3800416947,88012.99000000,0.00656000,5723768531,5723768531,1767230054940,True,True
3800416948,88012.99000000,0.03411000,5723768532,5723768532,1767230054947,True,True
3800416949,88012.99000000,0.00041000,5723768533,5723768533,1767230054954,True,True
3800416950,88012.99000000,0.03411000,5723768534,5723768534,1767230054962,True,True
3800416951,88012.99000000,0.00041000,5723768535,5723768535,1767230054969,True,True
3800416952,88012.99000000,0.03411000,5723768536,5723768537,1767230054976,True,True
3800416953,88012.99000000,0.00656000,5723768538,5723768556,1767230055022,True,True
3800416954,88012.99000000,0.11200000,5723768557,5723768622,1767230055032,True,True
3800416955,88012.99000000,0.01147000,5723768623,5723768623,1767230055069,True,True
3800416956,88012.99000000,0.02887000,5723768624,5723768651,1767230055073,True,True
3800416957,88012.99000000,0.03411000,5723768652,5723768656,1767230055083,True,True
3800416958,88012.99000000,0.02616000,5723768657,5723768671,1767230055091,True,True
3800416959,88012.99000000,0.00727000,5723768672,5723768672,1767230055102,True,True
3800416960,88012.99000000,0.20785000,5723768673,5723768706,1767230055136,True,True
3800416961,88012.99000000,0.01000000,5723768707,5723768708,1767230055314,True,True
3800416962,88012.99000000,0.01000000,5723768709,5723768721,1767230055314,True,True
3800416963,88012.99000000,0.00980000,5723768722,5723768722,1767230055354,True,True
3800416964,88012.99000000,0.01000000,5723768723,5723768723,1767230055354,True,True
3800416965,88012.99000000,0.00887000,5723768724,5723768729,1767230055396,True,True
3800416966,88012.99000000,0.13326000,5723768730,5723768752,1767230055481,True,True
3800416967,88012.99000000,0.10941000,5723768753,5723768759,1767230055481,True,True
3800416968,88012.98000000,0.00129000,5723768760,5723768779,1767230055481,True,True
3800416969,88012.97000000,0.00018000,5723768780,5723768782,1767230055481,True,True
3800416970,88012.96000000,0.01101000,5723768783,5723768788,1767230055481,True,True
3800416971,88012.49000000,0.00006000,5723768789,5723768789,1767230055481,True,True
3800416972,88011.37000000,0.00018000,5723768790,5723768792,1767230055481,True,True
3800416973,88010.72000000,0.00006000,5723768793,5723768793,1767230055481,True,True
3800416974,88010.49000000,0.00006000,5723768794,5723768794,1767230055481,True,True
3800416975,88010.48000000,0.01101000,5723768795,5723768795,1767230055481,True,True
3800416976,88010.48000000,0.13326000,5723768796,5723768796,1767230055481,True,True
3800416977,88010.48000000,0.00244000,5723768797,5723768800,1767230055481,True,True
3800416978,88010.29000000,0.00006000,5723768801,5723768801,1767230055481,True,True
3800416979,88009.97000000,0.00018000,5723768802,5723768804,1767230055481,True,True
3800416980,88009.82000000,0.00064000,5723768805,5723768809,1767230055481,True,True
3800416981,88009.41000000,0.00018000,5723768810,5723768812,1767230055481,True,True
3800416982,88009.25000000,0.00007000,5723768813,5723768813,1767230055482,True,True
3800416983,88009.25000000,0.01000000,5723768814,5723768814,1767230055482,True,True
3800416984,88009.25000000,0.00500000,5723768815,5723768815,1767230055482,True,True
3800416985,88009.25000000,0.04694000,5723768816,5723768816,1767230055484,True,True
3800416986,88009.25000000,0.03522000,5723768817,5723768817,1767230055484,True,True
3800416987,88009.25000000,0.00141000,5723768818,5723768837,1767230055485,True,True
3800416988,88009.24000000,0.00072000,5723768838,5723768849,1767230055485,True,True
3800416989,88009.24000000,0.00156000,5723768850,5723768872,1767230055488,True,True
3800416990,88009.23000000,0.00054000,5723768873,5723768881,1767230055488,True,True
3800416991,88008.86000000,0.00018000,5723768882,5723768884,1767230055488,True,True
3800416992,88008.85000000,0.00135000,5723768885,5723768886,1767230055488,True,True
3800416993,88008.85000000,0.00340000,5723768887,5723768887,1767230055489,True,True
3800416994,88008.85000000,0.01600000,5723768888,5723768888,1767230055492,True,True
3800416995,88008.85000000,0.17300000,5723768889,5723768889,1767230055493,True,True
3800416996,88008.85000000,0.01104000,5723768890,5723768912,1767230055504,True,True
3800416997,88008.84000000,0.00084000,5723768913,5723768926,1767230055504,True,True
3800416998,88008.35000000,0.00006000,5723768927,5723768927,1767230055504,True,True
3800416999,88007.16000000,0.00006000,5723768928,5723768928,1767230055504,True,True
3800417000,88006.84000000,0.00018000,5723768929,5723768931,1767230055504,True,True
3800417001,88006.83000000,0.00046000,5723768932,5723768932,1767230055504,True,True
3800417002,88006.34000000,0.00018000,5723768933,5723768935,1767230055504,True,True
3800417003,88006.33000000,0.00006000,5723768936,5723768936,1767230055504,True,True
3800417004,88006.31000000,0.00006000,5723768937,5723768937,1767230055504,True,True
3800417005,88005.48000000,0.00007000,5723768938,5723768938,1767230055504,True,True
3800417006,88004.92000000,0.00099000,5723768939,5723768939,1767230055504,True,True
3800417007,88004.93000000,0.00012000,5723768940,5723768940,1767230055563,False,True
3800417008,88004.92000000,0.00803000,5723768941,5723768945,1767230055865,True,True
3800417009,88004.92000000,0.03411000,5723768946,5723768946,1767230055873,True,True
3800417010,88004.92000000,0.00387000,5723768947,5723768974,1767230055881,True,True
3800417011,88004.92000000,0.00012000,5723768975,5723768976,1767230055881,True,True
3800417012,88004.91000000,0.00105000,5723768977,5723768992,1767230055881,True,True
3800417013,88004.90000000,0.00027000,5723768993,5723768995,1767230055881,True,True
3800417014,88004.42000000,0.00006000,5723768996,5723768996,1767230055881,True,True
3800417015,88003.43000000,0.00018000,5723768997,5723768999,1767230055881,True,True
3800417016,88003.39000000,0.00066000,5723769000,5723769004,1767230055881,True,True
3800417017,88003.27000000,0.00006000,5723769005,5723769005,1767230055881,True,True
3800417018,88002.55000000,0.00007000,5723769006,5723769006,1767230055881,True,True
3800417019,88002.43000000,0.00191000,5723769007,5723769008,1767230055881,True,True
3800417020,88001.94000000,0.00006000,5723769009,5723769009,1767230055881,True,True
3800417021,88001.52000000,0.00006000,5723769010,5723769010,1767230055881,True,True
3800417022,88001.42000000,0.00006000,5723769011,5723769011,1767230055881,True,True
3800417023,88001.15000000,0.00009000,5723769012,5723769012,1767230055881,True,True
3800417024,88000.68000000,0.00018000,5723769013,5723769015,1767230055881,True,True
3800417025,88000.67000000,0.00057000,5723769016,5723769016,1767230055881,True,True
3800417026,88000.04000000,0.00018000,5723769017,5723769019,1767230055881,True,True
3800417027,88000.01000000,0.00018000,5723769020,5723769022,1767230055881,True,True
3800417028,88000.00000000,0.00788000,5723769023,5723769024,1767230055881,True,True
3800417029,88000.00000000,0.02537000,5723769025,5723769025,1767230055881,True,True
3800417030,88000.01000000,0.00042000,5723769026,5723769026,1767230056883,False,True
3800417031,88000.01000000,0.00119000,5723769027,5723769027,1767230057230,False,True
3800417032,88000.00000000,0.08000000,5723769028,5723769028,1767230058315,True,True
3800417033,88000.01000000,0.02273000,5723769029,5723769029,1767230058743,False,True
3800417034,88000.00000000,0.00034000,5723769030,5723769030,1767230058857,True,True
3800417035,88000.01000000,0.00341000,5723769031,5723769031,1767230059182,False,True
3800417036,88000.01000000,0.00567000,5723769032,5723769032,1767230059506,False,True
3800417037,88000.01000000,0.00012000,5723769033,5723769033,1767230059723,False,True
3800417038,88000.01000000,0.00123000,5723769034,5723769034,1767230059743,False,True
3800417039,88000.01000000,0.00034000,5723769035,5723769035,1767230059969,False,True
3800417040,88000.01000000,0.00057000,5723769036,5723769036,1767230060249,False,True
3800417041,88000.01000000,0.00126000,5723769037,5723769037,1767230060397,False,True
3800417042,88000.01000000,0.00009000,5723769038,5723769038,1767230060499,False,True
3800417043,88000.01000000,0.00009000,5723769039,5723769039,1767230061311,False,True
3800417044,88000.01000000,0.00009000,5723769040,5723769040,1767230061937,False,True
3800417045,88000.01000000,0.00009000,5723769041,5723769041,1767230062467,False,True
3800417046,88000.01000000,0.02847000,5723769042,5723769042,1767230062475,False,True
3800417047,88000.00000000,0.02847000,5723769043,5723769043,1767230062656,True,True
3800417048,88000.01000000,0.00014000,5723769044,5723769044,1767230066507,False,True
3800417049,88000.01000000,0.00029000,5723769045,5723769045,1767230066612,False,True
3800417050,88000.00000000,0.00006000,5723769046,5723769046,1767230066672,True,True
3800417051,88000.01000000,0.00390000,5723769047,5723769047,1767230067018,False,True
3800417052,88000.01000000,0.01459000,5723769048,5723769048,1767230067039,False,True
3800417053,88000.00000000,0.00635000,5723769049,5723769049,1767230067269,True,True
3800417054,88000.01000000,0.00012000,5723769050,5723769050,1767230067440,False,True
3800417055,88000.01000000,0.00012000,5723769051,5723769051,1767230068659,False,True
3800417056,88000.01000000,0.00012000,5723769052,5723769052,1767230070522,False,True
3800417057,88000.01000000,0.00013000,5723769053,5723769053,1767230070973,False,True
3800417058,88000.00000000,0.00093000,5723769054,5723769054,1767230072487,True,True
3800417059,88000.01000000,0.00568000,5723769055,5723769055,1767230074312,False,True
3800417060,88000.01000000,0.00041000,5723769056,5723769056,1767230075987,False,True
3800417061,88000.00000000,0.00113000,5723769057,5723769057,1767230076287,True,True
3800417062,88000.01000000,0.00565000,5723769058,5723769058,1767230076395,False,True
3800417063,88000.00000000,0.00010000,5723769059,5723769059,1767230077967,True,True
3800417064,88000.00000000,0.00010000,5723769060,5723769060,1767230079250,True,True
3800417065,88000.01000000,0.00020000,5723769061,5723769061,1767230079552,False,True
3800417066,88000.00000000,0.00031000,5723769062,5723769062,1767230080117,True,True
3800417067,88000.01000000,0.00022000,5723769063,5723769063,1767230081430,False,True
3800417068,88000.00000000,0.00190000,5723769064,5723769064,1767230081972,True,True
3800417069,88000.01000000,0.00012000,5723769065,5723769065,1767230085001,False,True
3800417070,88000.00000000,0.00010000,5723769066,5723769066,1767230085072,True,True
3800417071,88000.01000000,0.03715000,5723769067,5723769067,1767230085937,False,True
3800417072,88000.01000000,0.00078000,5723769068,5723769068,1767230086182,False,True
3800417073,88000.01000000,0.00103000,5723769069,5723769069,1767230087271,False,True
3800417074,88000.01000000,0.00023000,5723769070,5723769070,1767230087832,False,True
3800417075,88000.00000000,0.00118000,5723769071,5723769071,1767230088238,True,True
3800417076,88000.01000000,0.00006000,5723769072,5723769072,1767230088440,False,True
3800417077,88000.01000000,0.00077000,5723769073,5723769073,1767230088460,False,True
3800417078,88000.01000000,0.00263000,5723769074,5723769074,1767230088820,False,True
3800417079,88000.00000000,0.00343000,5723769075,5723769075,1767230088919,True,True
3800417080,88000.01000000,0.00026000,5723769076,5723769076,1767230088956,False,True
3800417081,88000.00000000,0.00035000,5723769077,5723769077,1767230089078,True,True
3800417082,88000.00000000,0.00064000,5723769078,5723769078,1767230089167,True,True
3800417083,88000.00000000,0.00006000,5723769079,5723769079,1767230089610,True,True
3800417084,88000.01000000,0.00384000,5723769080,5723769080,1767230090919,False,True
3800417085,88000.00000000,0.00568000,5723769081,5723769081,1767230090970,True,True
3800417086,88000.01000000,0.00151000,5723769082,5723769082,1767230092558,False,True
3800417087,88000.01000000,0.00056000,5723769083,5723769083,1767230092886,False,True
3800417088,88000.01000000,0.00304000,5723769084,5723769084,1767230093011,False,True
3800417089,88000.00000000,0.00262000,5723769085,5723769085,1767230094077,True,True
3800417090,88000.00000000,0.00007000,5723769086,5723769086,1767230094819,True,True
3800417091,88000.00000000,0.04663000,5723769087,5723769087,1767230095005,True,True
3800417092,88000.01000000,0.00049000,5723769088,5723769088,1767230095247,False,True
3800417093,88000.01000000,0.08108000,5723769089,5723769090,1767230095518,False,True
3800417094,88000.01000000,0.00262000,5723769091,5723769091,1767230096501,False,True
3800417095,88000.00000000,0.00009000,5723769092,5723769092,1767230096834,True,True
3800417096,88000.00000000,0.00047000,5723769093,5723769093,1767230097158,True,True
3800417097,88000.00000000,0.02300000,5723769094,5723769094,1767230098681,True,True
3800417098,88000.00000000,0.00022000,5723769095,5723769095,1767230099643,True,True
3800417099,88000.01000000,0.02063000,5723769096,5723769096,1767230100075,False,True
3800417100,88000.00000000,0.00569000,5723769097,5723769097,1767230101170,True,True
3800417101,88000.00000000,0.00012000,5723769098,5723769098,1767230102883,True,True
3800417102,88000.01000000,0.00283000,5723769099,5723769099,1767230103203,False,True
3800417103,88000.01000000,0.00011000,5723769100,5723769100,1767230103209,False,True
3800417104,88000.01000000,0.00006000,5723769101,5723769101,1767230103826,False,True
3800417105,88000.01000000,0.00067000,5723769102,5723769102,1767230104043,False,True
3800417106,88000.01000000,0.00092000,5723769103,5723769103,1767230104097,False,True
3800417107,88000.00000000,0.00056000,5723769104,5723769104,1767230104899,True,True
3800417108,88000.01000000,0.00118000,5723769105,5723769105,1767230106743,False,True
3800417109,88000.01000000,0.00939000,5723769106,5723769107,1767230108238,False,True
3800417110,88000.00000000,0.00080000,5723769108,5723769108,1767230108752,True,True
3800417111,88000.01000000,0.00010000,5723769109,5723769109,1767230109048,False,True
3800417112,88000.01000000,0.00022000,5723769110,5723769110,1767230109711,False,True
3800417113,88000.00000000,0.00019000,5723769111,5723769111,1767230110511,True,True
3800417114,88000.00000000,0.00006000,5723769112,5723769112,1767230111676,True,True
3800417115,88000.01000000,0.07428000,5723769113,5723769115,1767230113023,False,True
3800417116,88000.01000000,0.82777000,5723769116,5723769190,1767230113023,False,True
3800417117,88000.01000000,0.00179000,5723769191,5723769192,1767230113023,False,True
3800417118,88000.01000000,0.07858000,5723769193,5723769200,1767230113025,False,True
3800417119,88000.02000000,0.01509000,5723769201,5723769226,1767230113025,False,True
3800417120,88000.34000000,0.00105000,5723769227,5723769233,1767230113025,False,True
3800417121,88000.51000000,0.00006000,5723769234,5723769234,1767230113025,False,True
3800417122,88000.55000000,0.00027000,5723769235,5723769238,1767230113025,False,True
3800417123,88000.65000000,0.00018000,5723769239,5723769241,1767230113025,False,True
3800417124,88000.66000000,0.08441000,5723769242,5723769248,1767230113025,False,True
3800417125,88001.94000000,0.00006000,5723769249,5723769249,1767230113025,False,True
3800417126,88002.06000000,0.00018000,5723769250,5723769252,1767230113025,False,True
3800417127,88002.38000000,0.00006000,5723769253,5723769253,1767230113026,False,True
3800417128,88003.51000000,0.00001000,5723769254,5723769254,1767230113026,False,True
3800417129,88002.38000000,0.00078000,5723769255,5723769267,1767230113027,False,True
3800417130,88002.39000000,0.00066000,5723769268,5723769278,1767230113027,False,True
3800417131,88003.51000000,0.00017000,5723769279,5723769281,1767230113027,False,True
3800417132,88003.52000000,0.00006000,5723769282,5723769282,1767230113027,False,True
3800417133,88004.39000000,0.00018000,5723769283,5723769285,1767230113027,False,True
3800417134,88004.40000000,0.00125000,5723769286,5723769286,1767230113027,False,True
3800417135,88004.40000000,0.00310000,5723769287,5723769287,1767230113027,False,True
3800417136,88004.40000000,0.00309000,5723769288,5723769288,1767230113027,False,True
3800417137,88004.40000000,0.00310000,5723769289,5723769289,1767230113027,False,True
3800417138,88004.40000000,0.00245000,5723769290,5723769295,1767230113027,False,True
3800417139,88004.72000000,0.00018000,5723769296,5723769298,1767230113027,False,True
3800417140,88004.73000000,0.00012000,5723769299,5723769300,1767230113027,False,True
3800417141,88004.93000000,0.00024000,5723769301,5723769302,1767230113027,False,True
3800417142,88005.06000000,0.00006000,5723769303,5723769303,1767230113027,False,True
3800417143,88005.07000000,0.00004000,5723769304,5723769304,1767230113027,False,True
3800417144,88005.07000000,0.00218000,5723769305,5723769336,1767230113038,False,True
3800417145,88005.08000000,0.00135000,5723769337,5723769357,1767230113038,False,True
3800417146,88005.09000000,0.00027000,5723769358,5723769360,1767230113038,False,True
3800417147,88005.10000000,0.00009000,5723769361,5723769361,1767230113038,False,True
3800417148,88005.11000000,0.00009000,5723769362,5723769362,1767230113038,False,True
3800417149,88005.26000000,0.00018000,5723769363,5723769365,1767230113038,False,True
3800417150,88005.27000000,0.00012000,5723769366,5723769367,1767230113038,False,True
3800417151,88005.88000000,0.00006000,5723769368,5723769368,1767230113038,False,True
3800417152,88006.16000000,0.00064000,5723769369,5723769372,1767230113038,False,True
3800417153,88006.33000000,0.00006000,5723769373,5723769373,1767230113038,False,True
3800417154,88007.15000000,0.00006000,5723769374,5723769374,1767230113038,False,True
3800417155,88007.17000000,0.00018000,5723769375,5723769377,1767230113038,False,True
3800417156,88007.18000000,0.00030000,5723769378,5723769382,1767230113038,False,True
3800417157,88007.56000000,0.04276000,5723769383,5723769383,1767230113038,False,True
3800417158,88007.56000000,0.00166000,5723769384,5723769384,1767230113039,False,True
3800417159,88007.56000000,0.00167000,5723769385,5723769385,1767230113039,False,True
3800417160,88007.56000000,0.00145000,5723769386,5723769386,1767230113039,False,True
3800417161,88007.56000000,0.00167000,5723769387,5723769387,1767230113039,False,True
3800417162,88007.56000000,0.00166000,5723769388,5723769388,1767230113039,False,True
3800417163,88007.56000000,0.00065000,5723769389,5723769389,1767230113039,False,True
3800417164,88007.56000000,0.00105000,5723769390,5723769390,1767230113045,False,True
3800417165,88007.56000000,0.00122000,5723769391,5723769391,1767230113046,False,True
3800417166,88007.56000000,0.00204000,5723769392,5723769420,1767230113090,False,True
3800417167,88007.57000000,0.00003000,5723769421,5723769421,1767230113090,False,True
3800417168,88007.56000000,0.00056000,5723769422,5723769422,1767230113108,True,True
3800417169,88007.57000000,0.00416000,5723769423,5723769476,1767230113398,False,True
3800417170,88007.58000000,0.00153000,5723769477,5723769500,1767230113398,False,True
3800417171,88007.59000000,0.00009000,5723769501,5723769501,1767230113398,False,True
3800417172,88007.59000000,0.00036000,5723769502,5723769506,1767230113398,False,True
3800417173,88008.41000000,0.00013000,5723769507,5723769508,1767230113398,False,True
3800417174,88008.41000000,0.00006000,5723769509,5723769509,1767230113398,False,True
3800417175,88008.41000000,0.00102000,5723769510,5723769526,1767230113401,False,True
3800417176,88008.42000000,0.00084000,5723769527,5723769540,1767230113401,False,True
3800417177,88008.57000000,0.00006000,5723769541,5723769541,1767230113401,False,True
3800417178,88009.01000000,0.00841000,5723769542,5723769542,1767230113401,False,True
3800417179,88008.41000000,0.00012000,5723769543,5723769544,1767230113401,False,True
3800417180,88008.42000000,0.00012000,5723769545,5723769546,1767230113401,False,True
3800417181,88009.01000000,0.00027000,5723769547,5723769547,1767230113401,False,True
3800417182,88009.01000000,0.03954000,5723769548,5723769548,1767230113403,False,True
3800417183,88009.01000000,0.00964000,5723769549,5723769565,1767230113403,False,True
3800417184,88009.01000000,0.00030000,5723769566,5723769569,1767230113405,False,True
3800417185,88009.02000000,0.00108000,5723769570,5723769587,1767230113405,False,True
3800417186,88009.01000000,0.00087000,5723769588,5723769597,1767230113406,False,True
3800417187,88009.02000000,0.00075000,5723769598,5723769609,1767230113406,False,True
3800417188,88009.03000000,0.00072000,5723769610,5723769621,1767230113406,False,True
3800417189,88009.57000000,0.00018000,5723769622,5723769624,1767230113406,False,True
3800417190,88009.58000000,0.01039000,5723769625,5723769630,1767230113406,False,True
3800417191,88010.38000000,0.00006000,5723769631,5723769631,1767230113406,False,True
3800417192,88010.57000000,0.00209000,5723769632,5723769636,1767230113406,False,True
3800417193,88010.72000000,0.00006000,5723769637,5723769637,1767230113406,False,True
3800417194,88010.77000000,0.00018000,5723769638,5723769640,1767230113406,False,True
3800417195,88010.78000000,0.00521000,5723769641,5723769644,1767230113406,False,True
3800417196,88011.00000000,0.00012000,5723769645,5723769645,1767230113406,False,True
3800417197,88011.34000000,0.00043000,5723769646,5723769652,1767230113407,False,True
3800417198,88012.00000000,0.00018000,5723769653,5723769655,1767230113407,False,True
3800417199,88012.01000000,0.00021000,5723769656,5723769658,1767230113407,False,True
3800417200,88012.07000000,0.00006000,5723769659,5723769659,1767230113407,False,True
3800417201,88012.21000000,0.00012000,5723769660,5723769661,1767230113407,False,True
3800417202,88012.32000000,0.00075000,5723769662,5723769665,1767230113407,False,True
3800417203,88012.99000000,0.00190000,5723769666,5723769666,1767230113407,False,True
3800417204,88013.00000000,0.00080000,5723769667,5723769667,1767230113407,False,True
3800417205,88013.00000000,0.00035000,5723769668,5723769668,1767230113407,False,True
3800417206,88013.00000000,0.00774000,5723769669,5723769695,1767230113490,False,True
3800417207,88013.00000000,0.00206000,5723769696,5723769712,1767230113505,False,True
3800417208,88013.01000000,0.00147000,5723769713,5723769735,1767230113505,False,True
3800417209,88013.02000000,0.00033000,5723769736,5723769739,1767230113505,False,True
3800417210,88013.21000000,0.00018000,5723769740,5723769742,1767230113505,False,True
3800417211,88013.26000000,0.00096000,5723769743,5723769744,1767230113505,False,True
3800417212,88013.26000000,0.00215000,5723769745,5723769746,1767230113507,False,True
3800417213,88013.33000000,0.00018000,5723769747,5723769749,1767230113507,False,True
3800417214,88013.35000000,0.00009000,5723769750,5723769750,1767230113507,False,True
3800417215,88013.51000000,0.00014000,5723769751,5723769752,1767230113507,False,True
3800417216,88013.80000000,0.00118000,5723769753,5723769758,1767230113507,False,True
3800417217,88013.88000000,0.00006000,5723769759,5723769759,1767230113507,False,True
3800417218,88014.00000000,0.00022000,5723769760,5723769760,1767230113507,False,True
3800417219,88014.00000000,0.00410000,5723769761,5723769798,1767230113519,False,True
3800417220,88014.01000000,0.00141000,5723769799,5723769820,1767230113519,False,True
3800417221,88014.15000000,0.00077000,5723769821,5723769827,1767230113519,False,True
3800417222,88014.27000000,0.00007000,5723769828,5723769828,1767230113519,False,True
3800417223,88014.28000000,0.00047000,5723769829,5723769833,1767230113519,False,True
3800417224,88014.29000000,0.00018000,5723769834,5723769836,1767230113519,False,True
3800417225,88014.45000000,0.00019000,5723769837,5723769837,1767230113519,False,True
3800417226,88014.45000000,0.00315000,5723769838,5723769870,1767230113542,False,True
3800417227,88014.46000000,0.00108000,5723769871,5723769888,1767230113542,False,True
3800417228,88014.49000000,0.00007000,5723769889,5723769889,1767230113542,False,True
3800417229,88014.68000000,0.00013000,5723769890,5723769891,1767230113542,False,True
3800417230,88014.70000000,0.00114000,5723769892,5723769898,1767230113542,False,True
3800417231,88014.79000000,0.00141000,5723769899,5723769901,1767230113542,False,True
3800417232,88014.79000000,0.00346000,5723769902,5723769933,1767230113558,False,True
3800417233,88014.80000000,0.00108000,5723769934,5723769951,1767230113558,False,True
3800417234,88014.86000000,0.00035000,5723769952,5723769952,1767230113558,False,True
3800417235,88014.86000000,0.01339000,5723769953,5723769953,1767230114020,False,True
3800417236,88014.86000000,0.00049000,5723769954,5723769954,1767230114324,False,True
3800417237,88014.85000000,0.00059000,5723769955,5723769955,1767230114491,True,True
3800417238,88014.86000000,0.00021000,5723769956,5723769956,1767230114703,False,True
3800417239,88014.86000000,0.00017000,5723769957,5723769957,1767230115458,False,True
3800417240,88014.86000000,0.00053000,5723769958,5723769958,1767230115807,False,True
3800417241,88014.85000000,0.00026000,5723769959,5723769959,1767230116598,True,True
3800417242,88014.86000000,0.00200000,5723769960,5723769980,1767230117005,False,True
3800417243,88014.85000000,0.00054000,5723769981,5723769981,1767230117027,True,True
3800417244,88014.85000000,0.00016000,5723769982,5723769982,1767230117789,True,True
3800417245,88014.86000000,0.00006000,5723769983,5723769983,1767230118810,False,True
3800417246,88014.86000000,0.00007000,5723769984,5723769985,1767230119477,False,True
3800417247,88014.86000000,0.00059000,5723769986,5723769991,1767230119633,False,True
3800417248,88014.86000000,0.00056000,5723769992,5723769992,1767230122590,False,True
3800417249,88014.86000000,0.00200000,5723769993,5723769993,1767230122677,False,True
3800417250,88014.86000000,0.00200000,5723769994,5723769994,1767230123640,False,True
3800417251,88014.86000000,0.00044000,5723769995,5723769995,1767230123965,False,True
3800417252,88014.85000000,0.02051000,5723769996,5723769996,1767230124149,True,True
3800417253,88014.86000000,0.00095000,5723769997,5723769997,1767230124159,False,True
3800417254,88014.86000000,0.00018000,5723769998,5723769998,1767230124159,False,True
3800417255,88014.86000000,0.00090000,5723769999,5723770000,1767230124159,False,True
3800417256,88014.86000000,0.02832000,5723770001,5723770001,1767230125317,False,True
3800417257,88014.86000000,0.02823000,5723770002,5723770002,1767230125571,False,True
3800417258,88014.85000000,0.02832000,5723770003,5723770003,1767230125643,True,True
3800417259,88014.86000000,0.60894000,5723770004,5723770038,1767230127215,False,True
3800417260,88014.87000000,0.00219000,5723770039,5723770058,1767230127215,False,True
3800417261,88014.98000000,0.00113000,5723770059,5723770062,1767230127215,False,True
3800417262,88014.99000000,0.00358000,5723770063,5723770065,1767230127215,False,True
3800417263,88015.07000000,0.00007000,5723770066,5723770066,1767230127215,False,True
3800417264,88015.11000000,0.00006000,5723770067,5723770067,1767230127215,False,True
3800417265,88015.19000000,0.00006000,5723770068,5723770068,1767230127215,False,True
3800417266,88015.42000000,0.00184000,5723770069,5723770080,1767230127215,False,True
3800417267,88015.56000000,0.00006000,5723770081,5723770081,1767230127215,False,True
3800417268,88015.82000000,0.00017000,5723770082,5723770082,1767230127215,False,True
3800417269,88015.85000000,0.00132000,5723770083,5723770086,1767230127215,False,True
3800417270,88016.00000000,0.00398000,5723770087,5723770092,1767230127215,False,True
3800417271,88016.30000000,0.00006000,5723770093,5723770093,1767230127215,False,True
3800417272,88016.32000000,0.00008000,5723770094,5723770094,1767230127215,False,True
3800417273,88016.53000000,0.00039000,5723770095,5723770095,1767230127215,False,True
3800417274,88016.68000000,0.00045000,5723770096,5723770099,1767230127215,False,True
3800417275,88016.73000000,0.00051000,5723770100,5723770102,1767230127215,False,True
3800417276,88016.90000000,0.00006000,5723770103,5723770103,1767230127215,False,True
3800417277,88016.94000000,0.00011000,5723770104,5723770104,1767230127215,False,True
3800417278,88017.05000000,0.00018000,5723770105,5723770107,1767230127215,False,True
3800417279,88017.06000000,0.00012000,5723770108,5723770109,1767230127215,False,True
3800417280,88017.07000000,0.00012000,5723770110,5723770111,1767230127215,False,True
3800417281,88017.09000000,0.00018000,5723770112,5723770114,1767230127215,False,True
3800417282,88017.10000000,0.05665000,5723770115,5723770115,1767230127215,False,True
3800417283,88017.20000000,0.00007000,5723770116,5723770116,1767230127215,False,True
3800417284,88017.27000000,0.00160000,5723770117,5723770117,1767230127215,False,True
3800417285,88017.38000000,0.00006000,5723770118,5723770118,1767230127215,False,True
3800417286,88017.69000000,0.00006000,5723770119,5723770119,1767230127215,False,True
3800417287,88018.00000000,0.00180000,5723770120,5723770121,1767230127215,False,True
3800417288,88018.12000000,0.00018000,5723770122,5723770124,1767230127215,False,True
3800417289,88018.19000000,0.00011000,5723770125,5723770125,1767230127215,False,True
3800417290,88018.63000000,0.00074000,5723770126,5723770129,1767230127215,False,True
3800417291,88018.72000000,0.00066000,5723770130,5723770130,1767230127215,False,True
3800417292,88018.75000000,0.00030000,5723770131,5723770131,1767230127215,False,True
3800417293,88019.50000000,0.00013000,5723770132,5723770133,1767230127215,False,True
3800417294,88019.71000000,0.00018000,5723770134,5723770136,1767230127215,False,True
3800417295,88019.77000000,0.00045000,5723770137,5723770137,1767230127215,False,True
3800417296,88019.88000000,0.00692000,5723770138,5723770147,1767230127215,False,True
3800417297,88019.89000000,0.00006000,5723770148,5723770148,1767230127215,False,True
3800417298,88019.99000000,0.00018000,5723770149,5723770151,1767230127215,False,True
3800417299,88020.00000000,0.02828000,5723770152,5723770160,1767230127215,False,True
3800417300,88020.01000000,0.00018000,5723770161,5723770163,1767230127215,False,True
3800417301,88020.02000000,0.06898000,5723770164,5723770166,1767230127215,False,True
3800417302,88020.13000000,0.00007000,5723770167,5723770167,1767230127215,False,True
3800417303,88020.37000000,0.00109000,5723770168,5723770168,1767230127215,False,True
3800417304,88020.46000000,0.00006000,5723770169,5723770169,1767230127215,False,True
3800417305,88020.47000000,0.01200000,5723770170,5723770170,1767230127215,False,True
3800417306,88020.46000000,0.00017000,5723770171,5723770171,1767230127215,True,True
3800417307,88020.47000000,0.00692000,5723770172,5723770175,1767230127225,False,True
