a,p,q,f,l,T,m,M
1850082700,2981.75000000,0.16610000,3402589513,3402589513,1767245424546,True,True
1850082701,2981.74000000,2.01290000,3402589514,3402589515,1767245424546,True,True
1850082702,2981.72000000,0.00510000,3402589516,3402589517,1767245424546,True,True
1850082703,2981.71000000,2.01060000,3402589518,3402589518,1767245424546,True,True
1850082704,2981.70000000,0.00410000,3402589519,3402589520,1767245424546,True,True
1850082705,2981.69000000,0.10000000,3402589521,3402589521,1767245424546,True,True
1850082706,2981.64000000,0.05340000,3402589522,3402589523,1767245424546,True,True
1850082707,2981.63000000,4.91650000,3402589524,3402589524,1767245424546,True,True
1850082708,2981.62000000,0.26830000,3402589525,3402589525,1767245424552,True,True
1850082709,2981.60000000,0.90200000,3402589526,3402589528,1767245424552,True,True
1850082710,2981.58000000,0.00170000,3402589529,3402589529,1767245424552,True,True
1850082711,2981.56000000,0.01670000,3402589530,3402589530,1767245424552,True,True
1850082712,2981.55000000,0.00210000,3402589531,3402589531,1767245424552,True,True
1850082713,2981.52000000,0.05170000,3402589532,3402589533,1767245424552,True,True
1850082714,2981.51000000,0.00340000,3402589534,3402589534,1767245424552,True,True
1850082715,2981.50000000,0.00200000,3402589535,3402589535,1767245424552,True,True
1850082716,2981.49000000,0.67070000,3402589536,3402589536,1767245424552,True,True
1850082717,2981.47000000,0.03350000,3402589537,3402589537,1767245424552,True,True
1850082718,2981.44000000,0.00170000,3402589538,3402589538,1767245424552,True,True
1850082719,2981.43000000,0.00340000,3402589539,3402589539,1767245424552,True,True
1850082720,2981.40000000,0.05410000,3402589540,3402589542,1767245424553,True,True
1850082721,2981.37000000,0.00260000,3402589543,3402589543,1767245424553,True,True
1850082722,2981.34000000,0.00940000,3402589544,3402589545,1767245424553,True,True
1850082723,2981.33000000,0.57370000,3402589546,3402589546,1767245424553,True,True
1850082724,2981.32000000,0.36900000,3402589547,3402589548,1767245424553,True,True
1850082725,2981.30000000,0.00370000,3402589549,3402589550,1767245424553,True,True
1850082726,2981.29000000,0.03520000,3402589551,3402589552,1767245424553,True,True
1850082727,2981.28000000,2.52500000,3402589553,3402589554,1767245424553,True,True
1850082728,2981.25000000,0.45210000,3402589555,3402589556,1767245424553,True,True
1850082729,2981.24000000,0.10000000,3402589557,3402589557,1767245424553,True,True
1850082730,2981.20000000,0.00200000,3402589558,3402589558,1767245424553,True,True
1850082731,2981.16000000,0.05170000,3402589559,3402589560,1767245424553,True,True
1850082732,2981.14000000,2.01190000,3402589561,3402589561,1767245424553,True,True
1850082733,2981.10000000,0.00210000,3402589562,3402589562,1767245424553,True,True
1850082734,2981.09000000,1.37140000,3402589563,3402589564,1767245424553,True,True
1850082735,2981.08000000,6.80220000,3402589565,3402589567,1767245424553,True,True
1850082736,2981.07000000,2.24680000,3402589568,3402589571,1767245424553,True,True
1850082737,2981.06000000,0.70170000,3402589572,3402589572,1767245424553,True,True
1850082738,2981.04000000,0.00260000,3402589573,3402589573,1767245424553,True,True
1850082739,2981.02000000,0.10000000,3402589574,3402589574,1767245424553,True,True
1850082740,2981.00000000,0.01370000,3402589575,3402589577,1767245424553,True,True
1850082741,2980.99000000,4.60230000,3402589578,3402589579,1767245424553,True,True
1850082742,2980.98000000,2.47500000,3402589580,3402589580,1767245424553,True,True
1850082743,2980.95000000,0.00210000,3402589581,3402589581,1767245424553,True,True
1850082744,2980.91000000,0.23480000,3402589582,3402589582,1767245424553,True,True
1850082745,2980.88000000,0.04830000,3402589583,3402589583,1767245424553,True,True
1850082746,2980.86000000,12.50500000,3402589584,3402589585,1767245424553,True,True
1850082747,2980.85000000,0.00850000,3402589586,3402589590,1767245424555,True,True
1850082748,2980.83000000,1.30000000,3402589591,3402589593,1767245424555,True,True
1850082749,2980.82000000,0.45000000,3402589594,3402589594,1767245424555,True,True
1850082750,2980.81000000,0.37410000,3402589595,3402589595,1767245424555,True,True
1850082751,2980.80000000,0.45410000,3402589596,3402589598,1767245424555,True,True
1850082752,2980.79000000,0.02600000,3402589599,3402589599,1767245424555,True,True
1850082753,2980.77000000,0.45680000,3402589600,3402589601,1767245424555,True,True
1850082754,2980.76000000,1.55200000,3402589602,3402589602,1767245424555,True,True
1850082755,2980.75000000,2.57110000,3402589603,3402589604,1767245424555,True,True
1850082756,2980.74000000,0.00260000,3402589605,3402589605,1767245424555,True,True
1850082757,2980.72000000,0.45000000,3402589606,3402589606,1767245424555,True,True
1850082758,2980.71000000,0.13410000,3402589607,3402589607,1767245424555,True,True
1850082759,2980.68000000,0.20000000,3402589608,3402589608,1767245424557,True,True
1850082760,2981.11000000,0.03690000,3402589609,3402589611,1767245424558,True,True
1850082761,2980.86000000,0.03350000,3402589612,3402589612,1767245424558,True,True
1850082762,2980.68000000,0.25000000,3402589613,3402589613,1767245424558,True,True
1850082763,2980.67000000,0.07960000,3402589614,3402589614,1767245424558,True,True
1850082764,2981.48000000,0.00190000,3402589615,3402589615,1767245424559,False,True
1850082765,2980.73000000,0.00190000,3402589616,3402589616,1767245424559,True,True
1850082766,2981.02000000,0.00850000,3402589617,3402589621,1767245424564,True,True
1850082767,2980.74000000,0.00170000,3402589622,3402589622,1767245424564,True,True
1850082768,2980.73000000,0.08980000,3402589623,3402589624,1767245424564,True,True
1850082769,2981.04000000,0.05340000,3402589625,3402589627,1767245424567,True,True
1850082770,2980.92000000,0.05000000,3402589628,3402589628,1767245424567,True,True
1850082771,2980.80000000,0.05000000,3402589629,3402589629,1767245424567,True,True
1850082772,2980.73000000,0.07570000,3402589630,3402589630,1767245424567,True,True
1850082773,2980.73000000,0.10000000,3402589631,3402589631,1767245424567,True,True
1850082774,2980.88000000,0.00170000,3402589632,3402589632,1767245424573,True,True
1850082775,2980.86000000,0.79830000,3402589633,3402589633,1767245424573,True,True
1850082776,2980.86000000,0.15120000,3402589634,3402589634,1767245424573,True,True
1850082777,2980.73000000,0.18480000,3402589635,3402589635,1767245424573,True,True
1850082778,2980.68000000,0.05180000,3402589636,3402589637,1767245424584,True,True
1850082779,2980.67000000,0.00340000,3402589638,3402589639,1767245424584,True,True
1850082780,2980.65000000,0.00680000,3402589640,3402589642,1767245424584,True,True
1850082781,2980.63000000,0.05910000,3402589643,3402589643,1767245424584,True,True
1850082782,2980.62000000,0.00340000,3402589644,3402589645,1767245424584,True,True
1850082783,2980.60000000,0.00370000,3402589646,3402589647,1767245424584,True,True
1850082784,2980.58000000,0.30850000,3402589648,3402589649,1767245424584,True,True
1850082785,2980.58000000,0.07260000,3402589650,3402589657,1767245424593,True,True
1850082786,2980.57000000,0.10400000,3402589658,3402589660,1767245424593,True,True
1850082787,2980.56000000,0.05000000,3402589661,3402589661,1767245424593,True,True
1850082788,2980.52000000,0.10850000,3402589662,3402589662,1767245424593,True,True
1850082789,2980.52000000,0.15840000,3402589663,3402589663,1767245424596,True,True
1850082790,2980.51000000,0.05860000,3402589664,3402589664,1767245424596,True,True
1850082791,2980.49000000,0.67090000,3402589665,3402589665,1767245424596,True,True
1850082792,2980.46000000,0.00170000,3402589666,3402589666,1767245424596,True,True
1850082793,2980.44000000,0.00600000,3402589667,3402589668,1767245424596,True,True
1850082794,2980.43000000,0.34510000,3402589669,3402589670,1767245424596,True,True
1850082795,2980.42000000,0.45000000,3402589671,3402589671,1767245424596,True,True
1850082796,2980.40000000,0.00370000,3402589672,3402589673,1767245424596,True,True
1850082797,2980.38000000,1.48530000,3402589674,3402589675,1767245424596,True,True
1850082798,2980.37000000,2.51900000,3402589676,3402589679,1767245424596,True,True
1850082799,2980.36000000,0.21520000,3402589680,3402589680,1767245424596,True,True
1850082800,2980.34000000,0.70060000,3402589681,3402589681,1767245424596,True,True
1850082801,2980.32000000,0.05170000,3402589682,3402589683,1767245424596,True,True
1850082802,2980.30000000,4.36160000,3402589684,3402589685,1767245424596,True,True
1850082803,2980.50000000,1.17100000,3402589686,3402589686,1767245424599,True,True
1850082804,2980.42000000,0.00340000,3402589687,3402589688,1767245424599,True,True
1850082805,2980.30000000,0.80840000,3402589689,3402589689,1767245424600,True,True
1850082806,2980.25000000,0.45000000,3402589690,3402589690,1767245424600,True,True
1850082807,2980.24000000,0.22650000,3402589691,3402589691,1767245424600,True,True
1850082808,2980.23000000,0.00340000,3402589692,3402589692,1767245424600,True,True
1850082809,2980.20000000,0.05200000,3402589693,3402589694,1767245424600,True,True
1850082810,2980.18000000,0.02190000,3402589695,3402589697,1767245424600,True,True
1850082811,2980.15000000,0.00340000,3402589698,3402589698,1767245424600,True,True
1850082812,2980.14000000,0.00520000,3402589699,3402589700,1767245424600,True,True
1850082813,2980.12000000,0.40000000,3402589701,3402589701,1767245424600,True,True
1850082814,2980.11000000,0.65040000,3402589702,3402589702,1767245424600,True,True
1850082815,2980.09000000,1.35000000,3402589703,3402589705,1767245424600,True,True
1850082816,2980.08000000,0.40000000,3402589706,3402589706,1767245424600,True,True
1850082817,2980.07000000,0.45000000,3402589707,3402589707,1767245424600,True,True
1850082818,2980.06000000,0.02600000,3402589708,3402589708,1767245424600,True,True
1850082819,2980.34000000,0.69160000,3402589709,3402589709,1767245424604,True,True
1850082820,2980.33000000,0.00340000,3402589710,3402589711,1767245424604,True,True
1850082821,2980.32000000,0.76850000,3402589712,3402589712,1767245424604,True,True
1850082822,2980.05000000,0.40000000,3402589713,3402589714,1767245424607,True,True
1850082823,2980.05000000,0.06320000,3402589715,3402589721,1767245424607,True,True
1850082824,2980.04000000,0.00170000,3402589722,3402589722,1767245424607,True,True
1850082825,2980.03000000,0.00340000,3402589723,3402589723,1767245424607,True,True
1850082826,2980.02000000,0.33170000,3402589724,3402589724,1767245424607,True,True
1850082827,2980.13000000,0.26820000,3402589725,3402589725,1767245424650,True,True
1850082828,2980.13000000,0.40230000,3402589726,3402589726,1767245424650,True,True
1850082829,2980.13000000,0.50290000,3402589727,3402589727,1767245424650,True,True
1850082830,2980.13000000,0.26820000,3402589728,3402589728,1767245424650,True,True
1850082831,2980.25000000,0.10000000,3402589729,3402589729,1767245424659,False,True
1850082832,2980.25000000,0.10000000,3402589730,3402589730,1767245424659,False,True
1850082833,2980.25000000,0.10000000,3402589731,3402589731,1767245424659,False,True
1850082834,2980.25000000,0.10000000,3402589732,3402589732,1767245424660,False,True
1850082835,2980.25000000,0.01670000,3402589733,3402589733,1767245424679,False,True
1850082836,2980.24000000,0.00190000,3402589734,3402589734,1767245424732,True,True
1850082837,2980.24000000,0.21850000,3402589735,3402589735,1767245424739,True,True
1850082838,2980.24000000,1.03100000,3402589736,3402589737,1767245424822,True,True
1850082839,2980.24000000,0.33160000,3402589738,3402589739,1767245424834,True,True
1850082840,2980.24000000,0.31830000,3402589740,3402589741,1767245424965,True,True
1850082841,2980.24000000,0.25470000,3402589742,3402589742,1767245424967,True,True
1850082842,2980.24000000,0.41610000,3402589743,3402589746,1767245424968,True,True
1850082843,2980.24000000,0.33540000,3402589747,3402589747,1767245424969,True,True
1850082844,2980.24000000,0.01000000,3402589748,3402589748,1767245424994,True,True
1850082845,2980.24000000,0.32540000,3402589749,3402589749,1767245424994,True,True
1850082846,2980.24000000,0.33540000,3402589750,3402589750,1767245424994,True,True
1850082847,2980.24000000,2.01290000,3402589751,3402589751,1767245424995,True,True
1850082848,2980.24000000,0.33510000,3402589752,3402589753,1767245425021,True,True
1850082849,2980.24000000,0.33510000,3402589754,3402589754,1767245425024,True,True
1850082850,2980.24000000,0.33510000,3402589755,3402589755,1767245425026,True,True
1850082851,2980.24000000,0.33550000,3402589756,3402589756,1767245425038,True,True
1850082852,2980.25000000,0.20000000,3402589757,3402589758,1767245425172,False,True
1850082853,2980.25000000,0.00570000,3402589759,3402589759,1767245425526,False,True
1850082854,2980.24000000,1.55560000,3402589760,3402589760,1767245425652,True,True
1850082855,2980.25000000,0.02270000,3402589761,3402589762,1767245426161,False,True
1850082856,2980.25000000,2.44000000,3402589763,3402589808,1767245426281,False,True
1850082857,2980.25000000,0.20000000,3402589809,3402589813,1767245426307,False,True
1850082858,2980.25000000,0.20000000,3402589814,3402589815,1767245426408,False,True
1850082859,2980.25000000,0.10000000,3402589816,3402589816,1767245426408,False,True
1850082860,2980.25000000,0.30280000,3402589817,3402589834,1767245426413,False,True
1850082861,2980.27000000,0.00180000,3402589835,3402589835,1767245426413,False,True
1850082862,2980.30000000,0.00540000,3402589836,3402589838,1767245426413,False,True
1850082863,2980.31000000,0.15500000,3402589839,3402589839,1767245426413,False,True
1850082864,2980.31000000,0.46500000,3402589840,3402589842,1767245426413,False,True
1850082865,2980.31000000,0.11730000,3402589843,3402589843,1767245426413,False,True
1850082866,2980.32000000,0.00170000,3402589844,3402589844,1767245426413,False,True
1850082867,2980.33000000,0.00180000,3402589845,3402589845,1767245426413,False,True
1850082868,2980.36000000,0.00540000,3402589846,3402589848,1767245426413,False,True
1850082869,2980.37000000,0.33880000,3402589849,3402589849,1767245426413,False,True
1850082870,2980.37000000,0.24100000,3402589850,3402589850,1767245426414,False,True
1850082871,2980.38000000,0.00880000,3402589851,3402589855,1767245426414,False,True
1850082872,2980.39000000,0.21520000,3402589856,3402589856,1767245426414,False,True
1850082873,2980.39000000,0.46500000,3402589857,3402589857,1767245426415,False,True
1850082874,2980.39000000,0.46500000,3402589858,3402589858,1767245426415,False,True
1850082875,2980.39000000,0.46500000,3402589859,3402589859,1767245426415,False,True
1850082876,2980.39000000,0.00540000,3402589860,3402589862,1767245426415,False,True
1850082877,2980.43000000,0.00340000,3402589863,3402589864,1767245426415,False,True
1850082878,2980.46000000,0.00170000,3402589865,3402589865,1767245426415,False,True
1850082879,2980.48000000,0.00540000,3402589866,3402589868,1767245426415,False,True
1850082880,2980.49000000,0.28690000,3402589869,3402589869,1767245426415,False,True
1850082881,2980.49000000,0.78720000,3402589870,3402589884,1767245426466,False,True
1850082882,2980.51000000,0.00540000,3402589885,3402589887,1767245426466,False,True
1850082883,2980.51000000,3.79430000,3402589888,3402589951,1767245430101,True,True
1850082884,2980.51000000,0.00350000,3402589952,3402589953,1767245430103,True,True
1850082885,2980.50000000,0.00810000,3402589954,3402589958,1767245430591,True,True
1850082886,2980.51000000,0.06000000,3402589959,3402589959,1767245431335,False,True
1850082887,2980.51000000,0.01670000,3402589960,3402589960,1767245431479,False,True
1850082888,2980.51000000,0.00400000,3402589961,3402589961,1767245432150,False,True
1850082889,2980.51000000,0.73600000,3402589962,3402589963,1767245432731,False,True
1850082890,2980.50000000,0.12300000,3402589964,3402589965,1767245433680,True,True
1850082891,2980.50000000,0.06750000,3402589966,3402589966,1767245437088,True,True
1850082892,2980.51000000,0.01680000,3402589967,3402589967,1767245438720,False,True
1850082893,2980.51000000,0.00340000,3402589968,3402589968,1767245438874,False,True
1850082894,2980.51000000,0.23460000,3402589969,3402589969,1767245439227,False,True
1850082895,2980.51000000,0.00510000,3402589970,3402589970,1767245439368,False,True
1850082896,2980.50000000,0.35220000,3402589971,3402589971,1767245439520,True,True
1850082897,2980.51000000,0.00680000,3402589972,3402589972,1767245439565,False,True
1850082898,2980.51000000,0.00840000,3402589973,3402589973,1767245439594,False,True
1850082899,2980.51000000,0.04200000,3402589974,3402589974,1767245439595,False,True
1850082900,2980.51000000,0.00420000,3402589975,3402589975,1767245439856,False,True
1850082901,2980.51000000,0.00760000,3402589976,3402589976,1767245440533,False,True
1850082902,2980.51000000,0.00360000,3402589977,3402589977,1767245440680,False,True
1850082903,2980.50000000,0.00720000,3402589978,3402589978,1767245441584,True,True
1850082904,2980.50000000,0.00730000,3402589979,3402589979,1767245442326,True,True
1850082905,2980.51000000,0.00360000,3402589980,3402589980,1767245448875,False,True
1850082906,2980.51000000,12.29090000,3402589981,3402590025,1767245449025,False,True
1850082907,2980.52000000,0.96490000,3402590026,3402590043,1767245449025,False,True
1850082908,2980.53000000,0.05130000,3402590044,3402590047,1767245449025,False,True
1850082909,2980.54000000,0.00180000,3402590048,3402590048,1767245449025,False,True
1850082910,2980.56000000,0.00540000,3402590049,3402590051,1767245449025,False,True
1850082911,2980.59000000,0.00500000,3402590052,3402590052,1767245449025,False,True
1850082912,2980.60000000,0.00890000,3402590053,3402590057,1767245449025,False,True
1850082913,2980.61000000,0.08070000,3402590058,3402590059,1767245449025,False,True
1850082914,2980.61000000,0.80000000,3402590060,3402590060,1767245449026,False,True
1850082915,2980.61000000,0.05950000,3402590061,3402590091,1767245449031,False,True
1850082916,2980.62000000,0.20890000,3402590092,3402590092,1767245449031,False,True
1850082917,2980.62000000,0.26840000,3402590093,3402590093,1767245449031,False,True
1850082918,2980.62000000,0.09140000,3402590094,3402590111,1767245449031,False,True
1850082919,2980.63000000,0.00540000,3402590112,3402590114,1767245449031,False,True
1850082920,2980.65000000,0.01940000,3402590115,3402590117,1767245449031,False,True
1850082921,2980.66000000,0.00180000,3402590118,3402590118,1767245449031,False,True
1850082922,2980.68000000,0.00880000,3402590119,3402590123,1767245449031,False,True
1850082923,2980.69000000,0.00180000,3402590124,3402590124,1767245449031,False,True
1850082924,2980.70000000,0.37460000,3402590125,3402590127,1767245449031,False,True
1850082925,2980.70000000,0.40260000,3402590128,3402590128,1767245449032,False,True
1850082926,2980.70000000,0.06700000,3402590129,3402590148,1767245449113,False,True
1850082927,2980.70000000,0.04440000,3402590149,3402590170,1767245449116,False,True
1850082928,2980.71000000,0.02340000,3402590171,3402590183,1767245449116,False,True
1850082929,2980.73000000,0.03440000,3402590184,3402590185,1767245449116,False,True
1850082930,2980.74000000,0.00850000,3402590186,3402590190,1767245449116,False,True
1850082931,2980.75000000,0.00540000,3402590191,3402590193,1767245449116,False,True
1850082932,2980.76000000,0.14070000,3402590194,3402590194,1767245449116,False,True
1850082933,2980.77000000,0.00180000,3402590195,3402590195,1767245449116,False,True
1850082934,2980.78000000,0.54090000,3402590196,3402590196,1767245449116,False,True
1850082935,2980.80000000,0.00200000,3402590197,3402590197,1767245449116,False,True
1850082936,2980.84000000,0.05890000,3402590198,3402590202,1767245449116,False,True
1850082937,2980.85000000,0.00190000,3402590203,3402590203,1767245449116,False,True
1850082938,2980.88000000,0.00510000,3402590204,3402590206,1767245449116,False,True
1850082939,2980.89000000,0.00360000,3402590207,3402590208,1767245449116,False,True
1850082940,2980.90000000,0.07900000,3402590209,3402590210,1767245449116,False,True
1850082941,2980.92000000,0.00680000,3402590211,3402590214,1767245449116,False,True
1850082942,2980.96000000,0.00700000,3402590215,3402590218,1767245449116,False,True
1850082943,2980.97000000,0.00190000,3402590219,3402590219,1767245449121,False,True
1850082944,2980.97000000,0.01870000,3402590220,3402590229,1767245449130,False,True
1850082945,2980.97000000,0.06700000,3402590230,3402590241,1767245449236,False,True
1850082946,2980.97000000,0.01940000,3402590242,3402590253,1767245449241,False,True
1850082947,2980.97000000,0.03510000,3402590254,3402590270,1767245449243,False,True
1850082948,2980.98000000,0.06700000,3402590271,3402590299,1767245449265,False,True
1850082949,2980.98000000,0.01300000,3402590300,3402590306,1767245450111,False,True
1850082950,2980.98000000,0.01300000,3402590307,3402590312,1767245450111,False,True
1850082951,2980.98000000,0.01300000,3402590313,3402590320,1767245450111,False,True
1850082952,2980.98000000,0.01300000,3402590321,3402590327,1767245450112,False,True
1850082953,2980.98000000,0.00350000,3402590328,3402590329,1767245450112,False,True
1850082954,2980.99000000,0.01300000,3402590330,3402590337,1767245450113,False,True
1850082955,2980.99000000,0.01020000,3402590338,3402590343,1767245450113,False,True
1850082956,2981.00000000,0.00280000,3402590344,3402590345,1767245450113,False,True
1850082957,2981.00000000,0.01300000,3402590346,3402590346,1767245450113,False,True
1850082958,2981.00000000,0.00250000,3402590347,3402590347,1767245450929,False,True
1850082959,2981.00000000,0.00340000,3402590348,3402590348,1767245451868,False,True
1850082960,2981.00000000,0.00440000,3402590349,3402590349,1767245452437,False,True
1850082961,2980.99000000,0.00360000,3402590350,3402590350,1767245453935,True,True
1850082962,2981.00000000,0.06700000,3402590351,3402590351,1767245454919,False,True
1850082963,2981.00000000,0.21100000,3402590352,3402590352,1767245454922,False,True
1850082964,2981.00000000,0.21100000,3402590353,3402590353,1767245454922,False,True
1850082965,2981.00000000,0.21100000,3402590354,3402590379,1767245454922,False,True
1850082966,2981.00000000,0.21100000,3402590380,3402590387,1767245454922,False,True
1850082967,2981.00000000,0.21100000,3402590388,3402590391,1767245454922,False,True
1850082968,2981.00000000,0.21100000,3402590392,3402590400,1767245454923,False,True
1850082969,2981.00000000,0.21100000,3402590401,3402590403,1767245454924,False,True
1850082970,2981.00000000,2.42570000,3402590404,3402590437,1767245454966,False,True
1850082971,2981.01000000,0.01060000,3402590438,3402590443,1767245454966,False,True
1850082972,2981.02000000,0.00170000,3402590444,3402590444,1767245454966,False,True
1850082973,2981.10000000,0.00200000,3402590445,3402590445,1767245454966,False,True
1850082974,2981.14000000,0.00500000,3402590446,3402590446,1767245454966,False,True
1850082975,2981.16000000,0.00510000,3402590447,3402590449,1767245454966,False,True
1850082976,2981.17000000,0.00540000,3402590450,3402590452,1767245454966,False,True
1850082977,2981.18000000,0.17110000,3402590453,3402590455,1767245454966,False,True
1850082978,2981.20000000,0.01080000,3402590456,3402590461,1767245454966,False,True
1850082979,2981.21000000,0.02590000,3402590462,3402590468,1767245456504,False,True
1850082980,2981.21000000,0.38300000,3402590469,3402590471,1767245460672,False,True
1850082981,2981.21000000,0.38300000,3402590472,3402590472,1767245460672,False,True
1850082982,2981.21000000,0.38300000,3402590473,3402590473,1767245460672,False,True
1850082983,2981.21000000,0.38300000,3402590474,3402590474,1767245460672,False,True
1850082984,2981.21000000,0.38300000,3402590475,3402590475,1767245460672,False,True
1850082985,2981.21000000,0.38300000,3402590476,3402590476,1767245460673,False,True
1850082986,2981.21000000,0.38300000,3402590477,3402590485,1767245460674,False,True
1850082987,2981.20000000,0.01050000,3402590486,3402590486,1767245461033,True,True
1850082988,2981.21000000,0.00370000,3402590487,3402590487,1767245462695,False,True
1850082989,2981.21000000,0.00250000,3402590488,3402590488,1767245462830,False,True
1850082990,2981.21000000,0.01710000,3402590489,3402590489,1767245463555,False,True
1850082991,2981.20000000,0.00200000,3402590490,3402590490,1767245463654,True,True
1850082992,2981.21000000,0.09460000,3402590491,3402590491,1767245465185,False,True
1850082993,2981.20000000,0.02530000,3402590492,3402590492,1767245466274,True,True
1850082994,2981.21000000,0.00740000,3402590493,3402590493,1767245467847,False,True
1850082995,2981.21000000,0.02610000,3402590494,3402590494,1767245468718,False,True
1850082996,2981.21000000,0.00760000,3402590495,3402590497,1767245474909,False,True
1850082997,2981.20000000,0.00670000,3402590498,3402590498,1767245475995,True,True
1850082998,2981.20000000,0.10670000,3402590499,3402590499,1767245480661,True,True
1850082999,2981.21000000,0.20000000,3402590500,3402590516,1767245481148,False,True
1850083000,2981.21000000,0.33580000,3402590517,3402590551,1767245482066,False,True
1850083001,2981.22000000,0.09290000,3402590552,3402590566,1767245482066,False,True
1850083002,2981.28000000,0.01190000,3402590567,3402590571,1767245482066,False,True
1850083003,2981.30000000,0.00710000,3402590572,3402590575,1767245482066,False,True
1850083004,2981.35000000,0.01940000,3402590576,3402590578,1767245482066,False,True
1850083005,2981.40000000,0.00410000,3402590579,3402590580,1767245482066,False,True
1850083006,2981.43000000,0.00540000,3402590581,3402590583,1767245482066,False,True
1850083007,2981.44000000,0.20000000,3402590584,3402590584,1767245483816,False,True
1850083008,2981.44000000,0.10040000,3402590585,3402590622,1767245483896,False,True
1850083009,2981.45000000,0.02160000,3402590623,3402590634,1767245483896,False,True
1850083010,2981.46000000,0.00540000,3402590635,3402590637,1767245483896,False,True
1850083011,2981.47000000,0.00540000,3402590638,3402590640,1767245483896,False,True
1850083012,2981.48000000,0.33220000,3402590641,3402590642,1767245483896,False,True
1850083013,2981.48000000,0.46500000,3402590643,3402590643,1767245483896,False,True
1850083014,2981.48000000,0.46500000,3402590644,3402590644,1767245483896,False,True
1850083015,2981.48000000,0.46500000,3402590645,3402590645,1767245483896,False,True
1850083016,2981.48000000,0.46500000,3402590646,3402590646,1767245483896,False,True
1850083017,2981.48000000,0.46500000,3402590647,3402590647,1767245483897,False,True
1850083018,2981.48000000,0.46500000,3402590648,3402590648,1767245483897,False,True
1850083019,2981.48000000,0.10000000,3402590649,3402590649,1767245483920,False,True
1850083020,2981.48000000,0.09400000,3402590650,3402590650,1767245483934,False,True
1850083021,2981.48000000,0.20000000,3402590651,3402590651,1767245483934,False,True
1850083022,2981.48000000,0.01740000,3402590652,3402590652,1767245483938,False,True
1850083023,2981.48000000,0.49550000,3402590653,3402590683,1767245483943,False,True
1850083024,2981.49000000,0.03540000,3402590684,3402590701,1767245483943,False,True
1850083025,2981.50000000,0.30600000,3402590702,3402590702,1767245483954,False,True
1850083026,2981.49000000,0.26220000,3402590703,3402590703,1767245484383,True,True
1850083027,2981.49000000,0.18640000,3402590704,3402590704,1767245484783,True,True
1850083028,2981.49000000,0.01000000,3402590705,3402590705,1767245485865,True,True
1850083029,2981.50000000,0.12400000,3402590706,3402590706,1767245488763,False,True
1850083030,2981.50000000,0.12400000,3402590707,3402590707,1767245488763,False,True
1850083031,2981.50000000,0.12400000,3402590708,3402590712,1767245488763,False,True
1850083032,2981.50000000,0.05820000,3402590713,3402590740,1767245488764,False,True
1850083033,2981.51000000,0.02140000,3402590741,3402590752,1767245488764,False,True
1850083034,2981.58000000,0.00170000,3402590753,3402590753,1767245488764,False,True
1850083035,2981.60000000,0.00700000,3402590754,3402590755,1767245488764,False,True
1850083036,2981.65000000,0.00180000,3402590756,3402590756,1767245488764,False,True
1850083037,2981.68000000,0.00680000,3402590757,3402590760,1767245488764,False,True
1850083038,2981.69000000,0.02480000,3402590761,3402590765,1767245488764,False,True
1850083039,2981.70000000,0.00230000,3402590766,3402590767,1767245488764,False,True
1850083040,2981.70000000,0.12400000,3402590768,3402590768,1767245488764,False,True
1850083041,2981.70000000,0.12400000,3402590769,3402590770,1767245488764,False,True
1850083042,2981.70000000,0.98730000,3402590771,3402590780,1767245488766,False,True
1850083043,2981.72000000,0.00170000,3402590781,3402590781,1767245488766,False,True
1850083044,2981.73000000,0.00170000,3402590782,3402590782,1767245488766,False,True
1850083045,2981.74000000,0.00700000,3402590783,3402590786,1767245488766,False,True
1850083046,2981.75000000,0.03440000,3402590787,3402590789,1767245488766,False,True
1850083047,2981.78000000,0.00680000,3402590790,3402590790,1767245488766,False,True
1850083048,2981.79000000,0.00540000,3402590791,3402590793,1767245488766,False,True
1850083049,2981.80000000,0.12400000,3402590794,3402590794,1767245488775,False,True
1850083050,2981.79000000,0.01200000,3402590795,3402590795,1767245489225,True,True
1850083051,2981.80000000,0.00260000,3402590796,3402590796,1767245492656,False,True
1850083052,2981.80000000,0.00360000,3402590797,3402590798,1767245497200,False,True
1850083053,2981.80000000,0.07440000,3402590799,3402590809,1767245497431,False,True
1850083054,2981.80000000,0.00250000,3402590810,3402590810,1767245498465,False,True
1850083055,2981.80000000,0.12710000,3402590811,3402590813,1767245498951,False,True
1850083056,2981.79000000,0.01030000,3402590814,3402590814,1767245499794,True,True
1850083057,2981.79000000,0.06700000,3402590815,3402590815,1767245499966,True,True
1850083058,2981.80000000,0.03110000,3402590816,3402590821,1767245500099,False,True
1850083059,2981.80000000,0.00910000,3402590822,3402590822,1767245502327,False,True
1850083060,2981.79000000,0.00360000,3402590823,3402590823,1767245502513,True,True
1850083061,2981.80000000,0.00370000,3402590824,3402590824,1767245505203,False,True
1850083062,2981.80000000,0.00400000,3402590825,3402590825,1767245506645,False,True
1850083063,2981.80000000,0.00360000,3402590826,3402590826,1767245506796,False,True
1850083064,2981.80000000,0.11560000,3402590827,3402590832,1767245506935,False,True
1850083065,2981.80000000,0.00360000,3402590833,3402590834,1767245507002,False,True
1850083066,2981.79000000,0.00220000,3402590835,3402590835,1767245507449,True,True
1850083067,2981.80000000,0.00250000,3402590836,3402590837,1767245507518,False,True
