a,p,q,f,l,T,m,M
1850079270,2978.58000000,0.00700000,3402571390,3402571393,1767243844663,True,True
1850079271,2978.57000000,0.11060000,3402571394,3402571400,1767243844663,True,True
1850079272,2978.56000000,0.00180000,3402571401,3402571401,1767243844663,True,True
1850079273,2978.55000000,0.01940000,3402571402,3402571404,1767243844663,True,True
1850079274,2978.52000000,0.00860000,3402571405,3402571409,1767243844663,True,True
1850079275,2978.51000000,0.00540000,3402571410,3402571412,1767243844663,True,True
1850079276,2978.50000000,0.01130000,3402571413,3402571415,1767243844663,True,True
1850079277,2978.50000000,3.05380000,3402571416,3402571417,1767243844663,True,True
1850079278,2978.49000000,0.26220000,3402571418,3402571418,1767243844663,True,True
1850079279,2978.43000000,0.00180000,3402571419,3402571419,1767243844663,True,True
1850079280,2978.42000000,1.85570000,3402571420,3402571420,1767243844663,True,True
1850079281,2978.40000000,0.03980000,3402571421,3402571426,1767243844663,True,True
1850079282,2978.36000000,0.00170000,3402571427,3402571427,1767243844663,True,True
1850079283,2978.33000000,0.00340000,3402571428,3402571429,1767243844664,True,True
1850079284,2978.32000000,4.03580000,3402571430,3402571431,1767243844664,True,True
1850079285,2978.30000000,0.05400000,3402571432,3402571433,1767243844664,True,True
1850079286,2978.29000000,6.44610000,3402571434,3402571447,1767243844664,True,True
1850079287,2978.28000000,2.01620000,3402571448,3402571460,1767243844664,True,True
1850079288,2978.28000000,11.44120000,3402571461,3402571494,1767243844664,True,True
1850079289,2978.26000000,0.00680000,3402571495,3402571498,1767243844664,True,True
1850079290,2978.25000000,0.07700000,3402571499,3402571499,1767243844664,True,True
1850079291,2978.22000000,0.08560000,3402571500,3402571501,1767243844664,True,True
1850079292,2978.21000000,0.34590000,3402571502,3402571507,1767243844664,True,True
1850079293,2978.20000000,0.59900000,3402571508,3402571508,1767243844664,True,True
1850079294,2978.20000000,0.38000000,3402571509,3402571514,1767243844664,True,True
1850079295,2978.19000000,2.57500000,3402571515,3402571516,1767243844664,True,True
1850079296,2978.18000000,0.01020000,3402571517,3402571519,1767243844664,True,True
1850079297,2978.17000000,0.01340000,3402571520,3402571520,1767243844664,True,True
1850079298,2978.16000000,0.00210000,3402571521,3402571521,1767243844665,True,True
1850079299,2978.16000000,0.00380000,3402571522,3402571523,1767243844669,True,True
1850079300,2978.16000000,0.50350000,3402571524,3402571526,1767243844673,True,True
1850079301,2978.16000000,0.26850000,3402571527,3402571527,1767243844674,True,True
1850079302,2978.16000000,0.26850000,3402571528,3402571528,1767243844674,True,True
1850079303,2978.16000000,0.40280000,3402571529,3402571529,1767243844674,True,True
1850079304,2978.16000000,0.33560000,3402571530,3402571531,1767243844674,True,True
1850079305,2978.16000000,0.33580000,3402571532,3402571532,1767243844674,True,True
1850079306,2978.17000000,0.15980000,3402571533,3402571533,1767243845248,False,True
1850079307,2978.17000000,0.00660000,3402571534,3402571534,1767243845547,False,True
1850079308,2978.17000000,0.00380000,3402571535,3402571535,1767243846328,False,True
1850079309,2978.17000000,0.18390000,3402571536,3402571536,1767243846372,False,True
1850079310,2978.16000000,0.00380000,3402571537,3402571538,1767243847764,True,True
1850079311,2978.16000000,0.01410000,3402571539,3402571545,1767243850394,True,True
1850079312,2978.17000000,0.00400000,3402571546,3402571546,1767243851335,False,True
1850079313,2978.17000000,0.00380000,3402571547,3402571547,1767243851833,False,True
1850079314,2978.17000000,0.02660000,3402571548,3402571548,1767243853067,False,True
1850079315,2978.17000000,0.08870000,3402571549,3402571549,1767243853322,False,True
1850079316,2978.16000000,0.00380000,3402571550,3402571552,1767243853493,True,True
1850079317,2978.17000000,0.22190000,3402571553,3402571553,1767243853717,False,True
1850079318,2978.17000000,0.00370000,3402571554,3402571554,1767243855110,False,True
1850079319,2978.17000000,0.09280000,3402571555,3402571555,1767243855279,False,True
1850079320,2978.17000000,0.02670000,3402571556,3402571556,1767243855686,False,True
1850079321,2978.17000000,0.02670000,3402571557,3402571557,1767243855722,False,True
1850079322,2978.17000000,0.02670000,3402571558,3402571558,1767243855730,False,True
1850079323,2978.17000000,0.02670000,3402571559,3402571559,1767243855736,False,True
1850079324,2978.17000000,0.02670000,3402571560,3402571560,1767243855754,False,True
1850079325,2978.17000000,0.02670000,3402571561,3402571561,1767243855764,False,True
1850079326,2978.17000000,0.02670000,3402571562,3402571562,1767243855774,False,True
1850079327,2978.17000000,0.02670000,3402571563,3402571563,1767243855782,False,True
1850079328,2978.17000000,0.02670000,3402571564,3402571564,1767243855789,False,True
1850079329,2978.17000000,0.02670000,3402571565,3402571565,1767243855797,False,True
1850079330,2978.17000000,0.02670000,3402571566,3402571566,1767243855804,False,True
1850079331,2978.17000000,0.02670000,3402571567,3402571567,1767243855820,False,True
1850079332,2978.17000000,0.02670000,3402571568,3402571568,1767243855827,False,True
1850079333,2978.17000000,0.02670000,3402571569,3402571569,1767243855834,False,True
1850079334,2978.17000000,0.02670000,3402571570,3402571570,1767243855840,False,True
1850079335,2978.17000000,0.02670000,3402571571,3402571571,1767243855847,False,True
1850079336,2978.17000000,0.02670000,3402571572,3402571572,1767243855854,False,True
1850079337,2978.17000000,0.02670000,3402571573,3402571573,1767243855867,False,True
1850079338,2978.17000000,0.02670000,3402571574,3402571574,1767243855877,False,True
1850079339,2978.17000000,0.02670000,3402571575,3402571575,1767243855888,False,True
1850079340,2978.17000000,0.02670000,3402571576,3402571576,1767243855903,False,True
1850079341,2978.17000000,0.02670000,3402571577,3402571577,1767243856014,False,True
1850079342,2978.17000000,0.05460000,3402571578,3402571578,1767243856208,False,True
1850079343,2978.17000000,0.34940000,3402571579,3402571579,1767243856403,False,True
1850079344,2978.16000000,0.00370000,3402571580,3402571582,1767243856669,True,True
1850079345,2978.17000000,0.22210000,3402571583,3402571585,1767243857631,False,True
1850079346,2978.17000000,0.35020000,3402571586,3402571586,1767243857714,False,True
1850079347,2978.17000000,0.08890000,3402571587,3402571587,1767243858075,False,True
1850079348,2978.17000000,0.05290000,3402571588,3402571588,1767243858096,False,True
1850079349,2978.17000000,0.00370000,3402571589,3402571589,1767243858338,False,True
1850079350,2978.17000000,0.03350000,3402571590,3402571590,1767243860038,False,True
1850079351,2978.17000000,0.00260000,3402571591,3402571591,1767243860965,False,True
1850079352,2978.17000000,0.22240000,3402571592,3402571592,1767243861675,False,True
1850079353,2978.16000000,0.00740000,3402571593,3402571596,1767243862524,True,True
1850079354,2978.16000000,0.00370000,3402571597,3402571598,1767243862597,True,True
1850079355,2978.16000000,0.00400000,3402571599,3402571600,1767243862723,True,True
1850079356,2978.16000000,0.01450000,3402571601,3402571607,1767243863454,True,True
1850079357,2978.16000000,0.18080000,3402571608,3402571616,1767243863661,True,True
1850079358,2978.17000000,0.00370000,3402571617,3402571617,1767243864279,False,True
1850079359,2978.16000000,0.00370000,3402571618,3402571618,1767243865835,True,True
1850079360,2978.16000000,1.57410000,3402571619,3402571619,1767243866744,True,True
1850079361,2978.17000000,0.00370000,3402571620,3402571620,1767243867639,False,True
1850079362,2978.16000000,0.18670000,3402571621,3402571621,1767243868323,True,True
1850079363,2978.17000000,0.17650000,3402571622,3402571622,1767243869446,False,True
1850079364,2978.17000000,0.00400000,3402571623,3402571623,1767243870436,False,True
1850079365,2978.16000000,0.00370000,3402571624,3402571624,1767243872556,True,True
1850079366,2978.16000000,0.00400000,3402571625,3402571625,1767243873457,True,True
1850079367,2978.17000000,0.00370000,3402571626,3402571626,1767243874423,False,True
1850079368,2978.16000000,0.00370000,3402571627,3402571627,1767243876221,True,True
1850079369,2978.16000000,0.01000000,3402571628,3402571628,1767243877199,True,True
1850079370,2978.17000000,0.02530000,3402571629,3402571629,1767243878932,False,True
1850079371,2978.16000000,0.16110000,3402571630,3402571640,1767243880236,True,True
1850079372,2978.17000000,0.00370000,3402571641,3402571641,1767243880256,False,True
1850079373,2978.17000000,0.00360000,3402571642,3402571642,1767243880719,False,True
1850079374,2978.17000000,0.02470000,3402571643,3402571643,1767243881357,False,True
1850079375,2978.16000000,0.00370000,3402571644,3402571644,1767243882582,True,True
1850079376,2978.16000000,0.00420000,3402571645,3402571645,1767243884483,True,True
1850079377,2978.17000000,0.00370000,3402571646,3402571646,1767243884811,False,True
1850079378,2978.16000000,0.00370000,3402571647,3402571647,1767243886524,True,True
1850079379,2978.17000000,0.07830000,3402571648,3402571648,1767243887085,False,True
1850079380,2978.17000000,0.00370000,3402571649,3402571649,1767243888181,False,True
1850079381,2978.16000000,0.00370000,3402571650,3402571650,1767243889682,True,True
1850079382,2978.16000000,0.86450000,3402571651,3402571663,1767243890330,True,True
1850079383,2978.17000000,0.00370000,3402571664,3402571664,1767243891570,False,True
1850079384,2978.16000000,0.00370000,3402571665,3402571665,1767243893061,True,True
1850079385,2978.16000000,0.07840000,3402571666,3402571666,1767243893875,True,True
1850079386,2978.17000000,0.01910000,3402571667,3402571667,1767243894041,False,True
1850079387,2978.17000000,0.00370000,3402571668,3402571668,1767243894652,False,True
1850079388,2978.16000000,0.00360000,3402571669,3402571669,1767243895229,True,True
1850079389,2978.16000000,0.00520000,3402571670,3402571670,1767243895358,True,True
1850079390,2978.16000000,0.06040000,3402571671,3402571671,1767243896115,True,True
1850079391,2978.16000000,0.00370000,3402571672,3402571672,1767243896208,True,True
1850079392,2978.17000000,0.00370000,3402571673,3402571673,1767243897801,False,True
1850079393,2978.17000000,0.01170000,3402571674,3402571674,1767243898254,False,True
1850079394,2978.17000000,0.01480000,3402571675,3402571675,1767243900244,False,True
1850079395,2978.17000000,0.02600000,3402571676,3402571676,1767243900594,False,True
1850079396,2978.17000000,0.02600000,3402571677,3402571677,1767243900918,False,True
1850079397,2978.17000000,0.02600000,3402571678,3402571678,1767243901024,False,True
1850079398,2978.17000000,0.01190000,3402571679,3402571679,1767243901406,False,True
1850079399,2978.17000000,0.01410000,3402571680,3402571680,1767243901682,False,True
1850079400,2978.17000000,0.02600000,3402571681,3402571681,1767243901687,False,True
1850079401,2978.17000000,0.08900000,3402571682,3402571682,1767243901961,False,True
1850079402,2978.16000000,0.00370000,3402571683,3402571683,1767243902707,True,True
1850079403,2978.17000000,0.02600000,3402571684,3402571684,1767243902901,False,True
1850079404,2978.17000000,4.76020000,3402571685,3402571686,1767243904425,False,True
1850079405,2978.17000000,0.00370000,3402571687,3402571687,1767243904537,False,True
1850079406,2978.16000000,0.02190000,3402571688,3402571688,1767243905791,True,True
1850079407,2978.16000000,0.00370000,3402571689,3402571689,1767243906142,True,True
1850079408,2978.17000000,0.02600000,3402571690,3402571690,1767243906190,False,True
1850079409,2978.17000000,0.00360000,3402571691,3402571691,1767243906800,False,True
1850079410,2978.17000000,0.00370000,3402571692,3402571692,1767243907905,False,True
1850079411,2978.16000000,0.00360000,3402571693,3402571693,1767243909570,True,True
1850079412,2978.17000000,0.06700000,3402571694,3402571699,1767243909842,False,True
1850079413,2978.17000000,0.01610000,3402571700,3402571700,1767243910727,False,True
1850079414,2978.16000000,0.29830000,3402571701,3402571701,1767243910977,True,True
1850079415,2978.17000000,0.00360000,3402571702,3402571702,1767243911301,False,True
1850079416,2978.17000000,0.15410000,3402571703,3402571706,1767243912531,False,True
1850079417,2978.17000000,0.02600000,3402571707,3402571712,1767243912714,False,True
1850079418,2978.16000000,0.00360000,3402571713,3402571713,1767243912930,True,True
1850079419,2978.16000000,0.01320000,3402571714,3402571714,1767243913306,True,True
1850079420,2978.17000000,0.00360000,3402571715,3402571715,1767243914710,False,True
1850079421,2978.17000000,0.00480000,3402571716,3402571716,1767243914723,False,True
1850079422,2978.17000000,0.00480000,3402571717,3402571717,1767243914726,False,True
1850079423,2978.17000000,0.01420000,3402571718,3402571718,1767243915461,False,True
1850079424,2978.17000000,0.01710000,3402571719,3402571720,1767243915831,False,True
1850079425,2978.17000000,0.00890000,3402571721,3402571721,1767243915833,False,True
1850079426,2978.16000000,0.00600000,3402571722,3402571722,1767243915965,True,True
1850079427,2978.16000000,0.00360000,3402571723,3402571723,1767243916259,True,True
1850079428,2978.16000000,0.00360000,3402571724,3402571724,1767243916770,True,True
1850079429,2978.17000000,0.00360000,3402571725,3402571725,1767243917865,False,True
1850079430,2978.17000000,0.02600000,3402571726,3402571726,1767243918204,False,True
1850079431,2978.16000000,0.00360000,3402571727,3402571727,1767243919464,True,True
1850079432,2978.17000000,0.06700000,3402571728,3402571730,1767243920017,False,True
1850079433,2978.17000000,0.00360000,3402571731,3402571731,1767243921097,False,True
1850079434,2978.17000000,0.01200000,3402571732,3402571732,1767243921146,False,True
1850079435,2978.16000000,0.00360000,3402571733,3402571733,1767243922673,True,True
1850079436,2978.17000000,0.00360000,3402571734,3402571734,1767243924252,False,True
1850079437,2978.16000000,0.00360000,3402571735,3402571735,1767243925890,True,True
1850079438,2978.17000000,0.02920000,3402571736,3402571737,1767243926577,False,True
1850079439,2978.17000000,0.00360000,3402571738,3402571738,1767243927459,False,True
1850079440,2978.16000000,0.02840000,3402571739,3402571739,1767243928989,True,True
1850079441,2978.16000000,0.00360000,3402571740,3402571740,1767243929327,True,True
1850079442,2978.17000000,0.02580000,3402571741,3402571741,1767243930235,False,True
1850079443,2978.17000000,0.06700000,3402571742,3402571744,1767243930885,False,True
1850079444,2978.17000000,0.06700000,3402571745,3402571746,1767243932317,False,True
1850079445,2978.17000000,0.00360000,3402571747,3402571747,1767243932891,False,True
1850079446,2978.17000000,0.00360000,3402571748,3402571748,1767243934271,False,True
1850079447,2978.17000000,0.80000000,3402571749,3402571764,1767243934545,False,True
1850079448,2978.17000000,0.20000000,3402571765,3402571765,1767243934545,False,True
1850079449,2978.17000000,0.40000000,3402571766,3402571766,1767243934545,False,True
1850079450,2978.17000000,0.10000000,3402571767,3402571767,1767243934545,False,True
1850079451,2978.17000000,0.06700000,3402571768,3402571768,1767243934547,False,True
1850079452,2978.17000000,0.10000000,3402571769,3402571769,1767243934548,False,True
1850079453,2978.17000000,0.20000000,3402571770,3402571770,1767243934548,False,True
1850079454,2978.17000000,0.33570000,3402571771,3402571773,1767243934548,False,True
1850079455,2978.17000000,0.40290000,3402571774,3402571776,1767243934549,False,True
1850079456,2978.17000000,0.26860000,3402571777,3402571777,1767243934550,False,True
1850079457,2978.17000000,0.50360000,3402571778,3402571779,1767243934550,False,True
1850079458,2978.17000000,0.26860000,3402571780,3402571780,1767243934550,False,True
1850079459,2978.17000000,0.01610000,3402571781,3402571789,1767243934636,False,True
1850079460,2978.17000000,0.01410000,3402571790,3402571796,1767243934824,False,True
1850079461,2978.17000000,0.01880000,3402571797,3402571802,1767243934931,False,True
1850079462,2978.17000000,0.10000000,3402571803,3402571803,1767243935167,False,True
1850079463,2978.17000000,0.11700000,3402571804,3402571804,1767243936085,False,True
1850079464,2978.17000000,0.40000000,3402571805,3402571807,1767243936085,False,True
1850079465,2978.17000000,0.48500000,3402571808,3402571814,1767243936091,False,True
1850079466,2978.17000000,0.48500000,3402571815,3402571841,1767243936092,False,True
1850079467,2978.17000000,0.48500000,3402571842,3402571846,1767243936093,False,True
1850079468,2978.17000000,1.41470000,3402571847,3402571863,1767243936116,False,True
1850079469,2978.18000000,0.01600000,3402571864,3402571872,1767243936116,False,True
1850079470,2978.19000000,0.00180000,3402571873,3402571873,1767243936116,False,True
1850079471,2978.20000000,0.00180000,3402571874,3402571874,1767243936116,False,True
1850079472,2978.21000000,0.01020000,3402571875,3402571878,1767243936116,False,True
1850079473,2978.22000000,0.00870000,3402571879,3402571883,1767243936116,False,True
1850079474,2978.23000000,0.00180000,3402571884,3402571884,1767243936116,False,True
1850079475,2978.24000000,0.00180000,3402571885,3402571885,1767243936116,False,True
1850079476,2978.25000000,0.00180000,3402571886,3402571886,1767243936116,False,True
1850079477,2978.26000000,0.02120000,3402571887,3402571890,1767243936116,False,True
1850079478,2978.30000000,0.00540000,3402571891,3402571893,1767243936116,False,True
1850079479,2978.30000000,0.00250000,3402571894,3402571894,1767243936348,True,True
1850079480,2978.31000000,0.03530000,3402571895,3402571911,1767243938230,False,True
1850079481,2978.31000000,0.46600000,3402571912,3402571912,1767243938462,False,True
1850079482,2978.31000000,0.46600000,3402571913,3402571913,1767243938463,False,True
1850079483,2978.31000000,0.74740000,3402571914,3402571941,1767243938466,False,True
1850079484,2978.32000000,0.02160000,3402571942,3402571953,1767243938466,False,True
1850079485,2978.36000000,0.00350000,3402571954,3402571955,1767243938466,False,True
1850079486,2978.40000000,0.00380000,3402571956,3402571957,1767243938466,False,True
1850079487,2978.43000000,0.00180000,3402571958,3402571958,1767243938466,False,True
1850079488,2978.44000000,0.00720000,3402571959,3402571962,1767243938466,False,True
1850079489,2978.44000000,0.57020000,3402571963,3402571963,1767243938766,True,True
1850079490,2978.45000000,0.46600000,3402571964,3402571975,1767243939526,False,True
1850079491,2978.45000000,0.46600000,3402571976,3402571976,1767243939527,False,True
1850079492,2978.45000000,0.46600000,3402571977,3402571977,1767243939528,False,True
1850079493,2978.45000000,0.06100000,3402571978,3402572007,1767243939530,False,True
1850079494,2978.45000000,0.18670000,3402572008,3402572009,1767243939823,True,True
1850079495,2978.46000000,0.37100000,3402572010,3402572054,1767243941292,False,True
1850079496,2978.47000000,0.02160000,3402572055,3402572066,1767243941292,False,True
1850079497,2978.48000000,0.00520000,3402572067,3402572069,1767243941292,False,True
1850079498,2978.49000000,0.00180000,3402572070,3402572070,1767243941292,False,True
1850079499,2978.50000000,0.01390000,3402572071,3402572076,1767243941292,False,True
1850079500,2978.51000000,0.00720000,3402572077,3402572080,1767243941292,False,True
1850079501,2978.52000000,0.04530000,3402572081,3402572083,1767243941292,False,True
1850079502,2978.52000000,0.29560000,3402572084,3402572085,1767243941292,False,True
1850079503,2978.53000000,0.00180000,3402572086,3402572086,1767243941292,False,True
1850079504,2978.55000000,0.00390000,3402572087,3402572088,1767243941292,False,True
1850079505,2978.56000000,0.02320000,3402572089,3402572093,1767243941292,False,True
1850079506,2978.57000000,0.14150000,3402572094,3402572094,1767243941292,False,True
1850079507,2978.57000000,0.85960000,3402572095,3402572095,1767243941459,False,True
1850079508,2978.56000000,0.00360000,3402572096,3402572096,1767243941609,True,True
1850079509,2978.57000000,0.00360000,3402572097,3402572097,1767243943791,False,True
1850079510,2978.57000000,0.04540000,3402572098,3402572098,1767243944707,False,True
1850079511,2978.56000000,0.00360000,3402572099,3402572099,1767243945782,True,True
1850079512,2978.57000000,0.00240000,3402572100,3402572100,1767243946850,False,True
1850079513,2978.57000000,0.00250000,3402572101,3402572101,1767243947510,False,True
1850079514,2978.57000000,0.00360000,3402572102,3402572102,1767243947606,False,True
1850079515,2978.56000000,0.00360000,3402572103,3402572103,1767243949097,True,True
1850079516,2978.56000000,0.00360000,3402572104,3402572104,1767243949592,True,True
1850079517,2978.57000000,0.00360000,3402572105,3402572105,1767243951303,False,True
1850079518,2978.56000000,0.02410000,3402572106,3402572106,1767243951322,True,True
1850079519,2978.56000000,0.01810000,3402572107,3402572107,1767243952141,True,True
1850079520,2978.56000000,0.00360000,3402572108,3402572108,1767243952802,True,True
1850079521,2978.56000000,0.00330000,3402572109,3402572109,1767243953617,True,True
1850079522,2978.57000000,0.04190000,3402572110,3402572110,1767243954101,False,True
1850079523,2978.57000000,0.00360000,3402572111,3402572111,1767243954762,False,True
1850079524,2978.57000000,0.16520000,3402572112,3402572112,1767243954773,False,True
1850079525,2978.57000000,0.00400000,3402572113,3402572113,1767243954883,False,True
1850079526,2978.56000000,0.37220000,3402572114,3402572115,1767243955876,True,True
1850079527,2978.56000000,0.00360000,3402572116,3402572116,1767243956305,True,True
1850079528,2978.57000000,0.07420000,3402572117,3402572117,1767243957673,False,True
1850079529,2978.57000000,0.00360000,3402572118,3402572118,1767243958063,False,True
1850079530,2978.56000000,0.00360000,3402572119,3402572119,1767243959623,True,True
1850079531,2978.56000000,1.95530000,3402572120,3402572120,1767243959991,True,True
1850079532,2978.57000000,0.00830000,3402572121,3402572121,1767243960048,False,True
1850079533,2978.56000000,1.98300000,3402572122,3402572124,1767243960140,True,True
1850079534,2978.56000000,0.03360000,3402572125,3402572126,1767243960223,True,True
1850079535,2978.56000000,0.02010000,3402572127,3402572127,1767243962030,True,True
1850079536,2978.57000000,0.02330000,3402572128,3402572128,1767243962230,False,True
1850079537,2978.57000000,0.02540000,3402572129,3402572129,1767243962234,False,True
1850079538,2978.56000000,0.03350000,3402572130,3402572130,1767243962947,True,True
1850079539,2978.57000000,0.00360000,3402572131,3402572131,1767243962980,False,True
1850079540,2978.57000000,0.01410000,3402572132,3402572132,1767243963634,False,True
1850079541,2978.56000000,0.00400000,3402572133,3402572133,1767243963938,True,True
1850079542,2978.57000000,0.02800000,3402572134,3402572146,1767243965261,False,True
1850079543,2978.57000000,0.02800000,3402572147,3402572158,1767243965261,False,True
1850079544,2978.57000000,0.01820000,3402572159,3402572166,1767243965262,False,True
1850079545,2978.57000000,0.02800000,3402572167,3402572182,1767243965473,False,True
1850079546,2978.57000000,0.02100000,3402572183,3402572191,1767243965473,False,True
1850079547,2978.58000000,0.00700000,3402572192,3402572195,1767243965473,False,True
1850079548,2978.58000000,0.01280000,3402572196,3402572203,1767243965474,False,True
1850079549,2978.59000000,0.00180000,3402572204,3402572204,1767243965474,False,True
1850079550,2978.60000000,0.00890000,3402572205,3402572209,1767243965474,False,True
1850079551,2978.61000000,0.00450000,3402572210,3402572211,1767243965474,False,True
1850079552,2978.61000000,0.00230000,3402572212,3402572212,1767243965474,False,True
1850079553,2978.62000000,0.00520000,3402572213,3402572215,1767243965474,False,True
1850079554,2978.63000000,0.00180000,3402572216,3402572216,1767243965474,False,True
1850079555,2978.64000000,0.00610000,3402572217,3402572219,1767243965474,False,True
1850079556,2978.65000000,0.00520000,3402572220,3402572222,1767243965474,False,True
1850079557,2978.66000000,0.00740000,3402572223,3402572223,1767243965474,False,True
1850079558,2978.66000000,0.01040000,3402572224,3402572225,1767243965475,False,True
1850079559,2978.70000000,0.00200000,3402572226,3402572226,1767243965475,False,True
1850079560,2978.75000000,0.00340000,3402572227,3402572228,1767243965475,False,True
1850079561,2978.77000000,0.01220000,3402572229,3402572233,1767243965475,False,True
1850079562,2978.77000000,0.05740000,3402572234,3402572262,1767243965482,False,True
1850079563,2978.78000000,0.34540000,3402572263,3402572264,1767243965482,False,True
1850079564,2978.78000000,0.22230000,3402572265,3402572279,1767243965482,False,True
1850079565,2978.79000000,0.00720000,3402572280,3402572283,1767243965482,False,True
1850079566,2978.80000000,0.27400000,3402572284,3402572285,1767243965482,False,True
1850079567,2978.80000000,0.26850000,3402572286,3402572286,1767243965482,False,True
1850079568,2978.80000000,0.26850000,3402572287,3402572287,1767243965482,False,True
1850079569,2978.80000000,0.04960000,3402572288,3402572312,1767243965487,False,True
1850079570,2978.81000000,0.03410000,3402572313,3402572328,1767243965487,False,True
1850079571,2978.82000000,0.01060000,3402572329,3402572334,1767243965487,False,True
1850079572,2978.83000000,0.05920000,3402572335,3402572339,1767243965487,False,True
1850079573,2978.84000000,0.18220000,3402572340,3402572340,1767243965487,False,True
1850079574,2978.84000000,0.01400000,3402572341,3402572341,1767243965619,False,True
1850079575,2978.84000000,0.01400000,3402572342,3402572342,1767243965619,False,True
1850079576,2978.84000000,0.01400000,3402572343,3402572343,1767243965619,False,True
1850079577,2978.84000000,0.01400000,3402572344,3402572344,1767243965619,False,True
1850079578,2978.84000000,0.01400000,3402572345,3402572345,1767243965619,False,True
1850079579,2978.84000000,0.01400000,3402572346,3402572349,1767243965619,False,True
1850079580,2978.84000000,0.01400000,3402572350,3402572355,1767243965620,False,True
1850079581,2978.84000000,0.06560000,3402572356,3402572388,1767243965737,False,True
1850079582,2978.85000000,0.02340000,3402572389,3402572401,1767243965737,False,True
1850079583,2978.86000000,0.00180000,3402572402,3402572402,1767243965737,False,True
1850079584,2978.87000000,0.00720000,3402572403,3402572406,1767243965737,False,True
1850079585,2978.88000000,0.08220000,3402572407,3402572409,1767243965737,False,True
1850079586,2978.89000000,0.00520000,3402572410,3402572412,1767243965737,False,True
1850079587,2978.90000000,0.00920000,3402572413,3402572417,1767243965737,False,True
1850079588,2978.91000000,0.24290000,3402572418,3402572419,1767243965737,False,True
1850079589,2978.91000000,0.16670000,3402572420,3402572439,1767243965741,False,True
1850079590,2978.92000000,0.00710000,3402572440,3402572443,1767243965741,False,True
1850079591,2978.93000000,0.00180000,3402572444,3402572444,1767243965741,False,True
1850079592,2978.94000000,0.00260000,3402572445,3402572445,1767243965741,False,True
1850079593,2978.96000000,0.00540000,3402572446,3402572448,1767243965741,False,True
1850079594,2978.97000000,0.25390000,3402572449,3402572449,1767243965741,False,True
1850079595,2978.97000000,0.02370000,3402572450,3402572455,1767243966708,False,True
1850079596,2978.96000000,0.35500000,3402572456,3402572456,1767243966919,True,True
1850079597,2978.97000000,0.01760000,3402572457,3402572464,1767243967232,False,True
1850079598,2978.97000000,0.01820000,3402572465,3402572471,1767243967234,False,True
1850079599,2978.97000000,0.11610000,3402572472,3402572472,1767243967461,False,True
1850079600,2978.96000000,0.02320000,3402572473,3402572481,1767243968887,True,True
1850079601,2978.96000000,0.00360000,3402572482,3402572483,1767243969913,True,True
1850079602,2978.97000000,0.00360000,3402572484,3402572484,1767243971695,False,True
1850079603,2978.96000000,0.00360000,3402572485,3402572486,1767243973325,True,True
1850079604,2978.96000000,0.01800000,3402572487,3402572493,1767243974024,True,True
1850079605,2978.97000000,0.00350000,3402572494,3402572494,1767243974944,False,True
1850079606,2978.96000000,0.00350000,3402572495,3402572495,1767243976506,True,True
1850079607,2978.97000000,0.02000000,3402572496,3402572496,1767243977401,False,True
1850079608,2978.97000000,0.06700000,3402572497,3402572497,1767243977965,False,True
1850079609,2978.97000000,0.00350000,3402572498,3402572498,1767243978002,False,True
1850079610,2978.97000000,0.06700000,3402572499,3402572523,1767243979065,False,True
1850079611,2978.97000000,0.03780000,3402572524,3402572544,1767243979065,False,True
1850079612,2978.98000000,0.01780000,3402572545,3402572554,1767243979065,False,True
1850079613,2978.99000000,0.01140000,3402572555,3402572555,1767243979065,False,True
1850079614,2978.99000000,0.00540000,3402572556,3402572556,1767243979305,False,True
1850079615,2978.98000000,0.00350000,3402572557,3402572557,1767243979589,True,True
1850079616,2978.99000000,0.00230000,3402572558,3402572558,1767243979721,False,True
1850079617,2978.99000000,0.01670000,3402572559,3402572559,1767243979906,False,True
1850079618,2978.99000000,0.06700000,3402572560,3402572570,1767243980018,False,True
1850079619,2978.99000000,0.04490000,3402572571,3402572593,1767243980018,False,True
1850079620,2979.00000000,0.02210000,3402572594,3402572595,1767243980018,False,True
1850079621,2978.99000000,0.29440000,3402572596,3402572596,1767243980080,True,True
1850079622,2978.99000000,1.00730000,3402572597,3402572597,1767243980087,True,True
1850079623,2978.99000000,0.76750000,3402572598,3402572598,1767243980093,True,True
1850079624,2979.00000000,0.00350000,3402572599,3402572599,1767243981114,False,True
1850079625,2979.00000000,0.06700000,3402572600,3402572600,1767243981154,False,True
1850079626,2979.00000000,0.06700000,3402572601,3402572601,1767243981613,False,True
1850079627,2979.00000000,0.06700000,3402572602,3402572602,1767243981613,False,True
1850079628,2978.99000000,0.00350000,3402572603,3402572603,1767243982565,True,True
1850079629,2978.99000000,0.14600000,3402572604,3402572604,1767243982579,True,True
1850079630,2979.00000000,0.01010000,3402572605,3402572605,1767243984041,False,True
1850079631,2979.00000000,0.00350000,3402572606,3402572606,1767243984063,False,True
1850079632,2979.00000000,1.68410000,3402572607,3402572650,1767243984648,False,True
1850079633,2978.99000000,0.29840000,3402572651,3402572652,1767243984732,True,True
1850079634,2979.00000000,0.00230000,3402572653,3402572653,1767243985163,False,True
1850079635,2979.00000000,0.46500000,3402572654,3402572679,1767243985236,False,True
1850079636,2979.00000000,0.46500000,3402572680,3402572680,1767243985236,False,True
1850079637,2979.00000000,0.46500000,3402572681,3402572681,1767243985237,False,True
